Pair	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr13_113662019_113662121-chr13_113342742_113346444	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0.59	0.990564	0
chr13_113663616_113664621-chr13_113551592_113558711	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.298543	0.489771	0
chr13_113729977_113734803-chr13_113618557_113623811	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.381097	0.489771	0
chr13_113768823_113776286-chr13_113744147_113753700	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0.660193	0.489771	0
chr14_99751146_99770368-chr14_99879233_99881379	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.586003	0.452541	0
chr14_99813639_99823618-chr14_99879233_99881379	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.204952	0.452541	0
chr14_99843098_99854933-chr14_99879233_99881379	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.193846	0.452541	0
chr14_99863490_99864649-chr14_99879233_99881379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	8.04896e-17	0.452541	0
chr15_43733210_43733538-chr15_44034348_44042259	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.314976	2.37511	0
chr15_43770785_43782117-chr15_43802874_43806906	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.472107	0.726922	0
chr15_44044200_44049293-chr15_43782117_43785993	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0.0831528	0.726922	0
chr15_44170954_44172061-chr15_44067689_44069261	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.305928	22.5905	0
chr15_44195504_44196431-chr15_44172061_44179358	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0.915985	0.167169	0
chr16_25949022_25964647-chr16_25896395_25898686	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.253996	0.043224	0
chr16_26062691_26065333-chr16_25896395_25898686	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.998886	0.043224	0
chr16_349199_363868-chr16_277803_285342	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0.0516506	2.38367	0
chr16_363868_370529-chr16_413010_420925	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	-0.129682	4.40073	0
chr16_406311_412386-chr16_125725_134450	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0.525834	1.93153	0
chr18_25538291_25544435-chr18_25752943_25759013	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0.207202	0.29495	0
chr18_25707318_25707815-chr18_25675153_25681551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29495	0
chr18_25727211_25730009-chr18_25614968_25620631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29495	0
chr18_25741912_25743453-chr18_25614968_25620631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29495	0
chr18_25743453_25746707-chr18_25675153_25681551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29495	0
chr18_25764248_25766620-chr18_25625318_25625732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.29495	0
chr18_61577216_61579377-chr18_61652027_61655135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.013071	0
chr19_54331773_54346301-chr19_54663039_54664754	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0.415474	0.176037	0
chr19_54421356_54421501-chr19_54653912_54657233	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.992896	0.94545	0
chr19_54421356_54421501-chr19_54693794_54695540	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.269035	2.53026	0
chr19_54440693_54447985-chr19_54647787_54653912	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	-0.70972	0.94545	0
chr19_54454784_54461360-chr19_54653912_54657233	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	-0.370019	0.94545	0
chr19_54657233_54663039-chr19_54600850_54620705	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0.551468	1.76761	0
chr19_54695540_54703388-chr19_54361186_54373774	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0.792539	2.21632	0
chr19_54695540_54703388-chr19_54653912_54657233	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	-0.0793378	0.94545	0
chr19_54835566_54836045-chr19_54691409_54693496	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.168276	2.53026	0
chr19_54862831_54866484-chr19_54935996_54949475	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0.658628	1.42739	0
chr1_151178589_151180715-chr1_151270864_151283078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2.15703e-17	1.01069	0
chr1_151216357_151218821-chr1_151379560_151381232	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.37123	0
chr1_151216357_151218821-chr1_151426875_151427826	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	1.37123	0
chr1_151239923_151245172-chr1_151379560_151381232	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.37123	0
chr1_151382407_151385079-chr1_151219411_151234038	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.0795818	4.70055	0
chr1_151385079_151385397-chr1_151246650_151254384	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	-0.368122	2.34408	0
chr1_151385397_151386031-chr1_151270864_151283078	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.288511	1.01069	0
chr1_151385397_151386031-chr1_151537406_151542198	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.165618	0
chr1_151393910_151394636-chr1_151618750_151636526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1635e-16	0.516217	0
chr1_151437878_151443030-chr1_151496437_151509688	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	2.85612e-17	0.449719	0
chr1_151437878_151443030-chr1_151537406_151542198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5.2244e-17	0.165618	0
chr1_151443030_151447169-chr1_151234038_151239923	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0.261036	4.70055	0
chr1_151458136_151461439-chr1_151394636_151397333	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166665	1.37123	0
chr1_151458136_151461439-chr1_151411623_151426875	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0.983253	1.37123	0
chr1_151458136_151461439-chr1_151611063_151612435	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.77665e-17	0.516217	0
chr1_151473324_151476039-chr1_151368336_151375897	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0.3415	20.7398	0
chr1_151542198_151546427-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.203488	20.7398	0
chr1_151542198_151546427-chr1_151583022_151588067	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.312131	0.516217	0
chr1_151546427_151553405-chr1_151512437_151516085	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.418338	0.165618	0
chr1_151553405_151554759-chr1_151394636_151397333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.37123	0
chr1_151554759_151560153-chr1_151309061_151322694	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.0408486	0.99364	0
chr1_151591512_151592347-chr1_151483211_151496437	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	8.92421e-17	0.449719	0
chr20_33844797_33847194-chr20_33868733_33888526	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0.133955	5.20261	0
chr20_33918187_33927199-chr20_34191549_34194345	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1.64592e-16	0.172948	0
chr20_34086509_34095771-chr20_33893927_33895258	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.185503	1.27321	0
chr20_34086509_34095771-chr20_34020063_34021575	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166659	0.002978	0
chr20_34245115_34249299-chr20_34124012_34154818	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	-0.267643	4.80004	0
chr20_34315020_34317196-chr20_33868733_33888526	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0.233668	5.20261	0
chr20_34315020_34317196-chr20_33994792_34007876	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	-0.387189	1.27321	0
chr21_33787438_33788008-chr21_33975527_33977910	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.287542	0.990548	0
chr21_33787438_33788008-chr21_34136979_34144925	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	-0.492245	0.378312	0
chr21_33876344_33879526-chr21_34838664_34841311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.523959	0
chr21_33893072_33895666-chr21_34136979_34144925	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	-0.17896	0.378312	0
chr21_33895666_33902090-chr21_33823876_33836146	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.77665e-17	0.049368	0
chr21_33895666_33902090-chr21_34838664_34841311	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.77665e-17	0.523959	0
chr21_34013415_34016947-chr21_33957296_33971567	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.12904	0.013995	0
chr21_34133007_34136979-chr21_34769609_34775307	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0.232985	1.58254	0
chr21_34283040_34289103-chr21_34129055_34133007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.213284	0.378312	0
chr21_34290615_34294919-chr21_34949753_34954485	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166665	0.905811	0
chr21_34324205_34326233-chr21_34021370_34027065	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2.77665e-17	0.069852	0
chr21_34345119_34349381-chr21_34958824_34971021	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1.44215e-16	0.905811	0
chr21_34368921_34373304-chr21_34954683_34958824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.905811	0
chr21_34392307_34395660-chr21_34878895_34883480	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.216381	0.512468	0
chr21_34392307_34395660-chr21_35177275_35183972	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3375e-16	1.04682	0
chr21_34399605_34403058-chr21_34129055_34133007	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0.229572	0.378312	0
chr21_34406842_34409710-chr21_34097996_34100626	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0.594117	0.069852	0
chr21_34414130_34416142-chr21_34971021_34981157	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166665	0.720845	0
chr21_34448768_34449752-chr21_33755387_33767165	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0.156025	0.229478	0
chr21_34470048_34482302-chr21_34861481_34868439	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.253124	0.018004	0
chr21_34483727_34490765-chr21_34943068_34946779	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.153521	2.73736	0
chr21_34500102_34504188-chr21_33755387_33767165	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0.0381706	0.229478	0
chr21_34570770_34574118-chr21_35186605_35205021	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166665	1.04682	0
chr21_34726223_34731251-chr21_34838664_34841311	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04489e-16	0.523959	0
chr21_34726223_34731251-chr21_34883480_34892700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.512468	0
chr21_34732065_34734920-chr21_33755387_33767165	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0.0402931	0.229478	0
chr21_34732065_34734920-chr21_34849205_34854621	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0.386079	0.523959	0
chr21_34796791_34798106-chr21_35177275_35183972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.04682	0
chr21_34807385_34809432-chr21_34395660_34399605	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	-0.31283	0.026602	0
chr21_34809432_34819525-chr21_34439285_34444232	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	-0.356389	0.02333	0
chr21_34927563_34930420-chr21_34838664_34841311	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3.30411e-17	0.523959	0
chr21_34930420_34930779-chr21_34878895_34883480	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.512468	0
chr21_35029593_35035678-chr21_34775307_34782293	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	8.35334e-17	1.58254	0
chr21_35035678_35037188-chr21_34878895_34883480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.33928e-17	0.512468	0
chr21_35053614_35055641-chr21_34958824_34971021	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.414363	0.905811	0
chr21_35058574_35064569-chr21_35186605_35205021	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.198232	1.04682	0
chr21_35065453_35067703-chr21_35186605_35205021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.12008e-16	1.04682	0
chr21_35067703_35067818-chr21_34940494_34942366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.73736	0
chr21_35070136_35076508-chr21_34691871_34698196	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	9.77807e-17	0.043769	0
chr21_35070136_35076508-chr21_34954683_34958824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.905811	0
chr21_35080147_35082718-chr21_34949753_34954485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8.83591e-17	0.905811	0
chr21_35096316_35096775-chr21_35177275_35183972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.04682	0
chr21_35153506_35154718-chr21_34943068_34946779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.14452e-16	2.73736	0
chr21_35256847_35271177-chr21_34883480_34892700	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0.30238	0.512468	0
chr21_35256847_35271177-chr21_34943068_34946779	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0.30238	2.73736	0
chr21_35275772_35276192-chr21_34943068_34946779	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2.73736	0
chr21_35345104_35354242-chr21_35177275_35183972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.04682	0
chr21_35355300_35360638-chr21_34930779_34940494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2.25332e-17	2.73736	0
chr21_35400165_35407554-chr21_35002132_35016423	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0.302904	1.04682	0
chr21_35407554_35421292-chr21_34943068_34946779	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166383	2.73736	0
chr21_35434566_35434641-chr21_34954683_34958824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.905811	0
chr21_40454919_40468018-chr21_40757151_40764378	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0.746936	0.62874	0
chr21_40559845_40561759-chr21_40748850_40752541	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1.96148e-16	0.62874	0
chr21_40561759_40565363-chr21_40757151_40764378	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	2.20374e-16	0.62874	0
chr21_40581316_40583765-chr21_40648570_40653254	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77534e-16	0.255703	0
chr21_40581316_40583765-chr21_40680541_40686083	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	-0.470495	0.255703	0
chr21_40614587_40619915-chr21_40719556_40731086	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0.0565882	4.83355	0
chr21_40646017_40648570-chr21_40690033_40695071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.255703	0
chr21_40670127_40671591-chr21_40565363_40575691	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.255703	0
chr21_40670127_40671591-chr21_40719556_40731086	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0.0565882	4.83355	0
chr21_40671591_40673895-chr21_40764378_40772155	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1.23846e-16	0.62874	0
chr21_40677231_40680541-chr21_40757151_40764378	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	2.20374e-16	0.62874	0
chr22_32061138_32064448-chr22_32437694_32446418	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.77665e-17	1.3815	0
chr22_32115702_32118484-chr22_32342898_32343477	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0.187382	3.28239	0
chr22_32122852_32122964-chr22_32264718_32278135	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.0373512	0.310786	0
chr22_32137554_32145079-chr22_32053085_32061138	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.800914	1.30833	0
