Pair	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr11_5683012_5685700-chr11_5146608_5154908	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30433e-16	0	0
chr11_5689000_5700314-chr11_5566274_5571131	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	3.3e-05	0
chr11_5758852_5761676-chr11_5146608_5154908	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74137e-16	0	0
chr11_64197420_64206402-chr11_64517861_64519906	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.003419	0
chr11_64219016_64222688-chr11_64415880_64426617	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.121919	0.00076	0
chr11_64219016_64222688-chr11_64517861_64519906	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.787813	0.003419	0
chr11_64226475_64233213-chr11_64322633_64349180	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0.025985	0.000372	0
chr11_64233404_64254719-chr11_64426650_64437729	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	-0.0798074	0.00076	0
chr11_64276938_64282570-chr11_64610127_64612855	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	3.09703e-17	0.013029	0
chr11_64307888_64312302-chr11_64207610_64216678	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0.611773	0.001942	0
chr11_64307888_64312302-chr11_64517861_64519906	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.205752	0.003419	0
chr11_64307888_64312302-chr11_64661497_64666309	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0.339103	0.06482	0
chr11_64312302_64322633-chr11_64535815_64538326	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	-0.304096	1.0539	0
chr11_64349180_64353532-chr11_64207610_64216678	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	-0.0165733	0.001942	0
chr11_64395036_64397730-chr11_64207610_64216678	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0.245118	0.001942	0
chr11_64395036_64397730-chr11_64501239_64517861	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0.259495	0.003419	0
chr11_64437729_64442269-chr11_64322633_64349180	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0.025985	0.000372	0
chr11_64437729_64442269-chr11_64356433_64395036	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.55374	0.00076	0
chr11_64437729_64442269-chr11_64523887_64530985	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0.250076	0.003419	0
chr11_64460470_64464888-chr11_64322633_64349180	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0.025985	0.000372	0
chr11_64483476_64485148-chr11_64322633_64349180	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0.184741	0.000372	0
chr11_64485148_64487184-chr11_64322633_64349180	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0.025985	0.000372	0
chr11_64485148_64487184-chr11_64517861_64519906	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.003419	0
chr11_64612855_64619096-chr11_64489786_64499245	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0.606483	0.00076	0
chr11_64619096_64620201-chr11_64356433_64395036	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	-0.350138	0.00076	0
chr11_64619096_64620201-chr11_64544826_64559210	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.18442	1.0539	0
chr11_64631647_64642645-chr11_64517861_64519906	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	-0.310945	0.003419	0
chr12_40382594_40385081-chr12_40497414_40501128	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0.258766	0.540284	0
chr13_113290064_113292841-chr13_113342742_113346444	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0.262215	0.065082	0
chr13_113290064_113292841-chr13_113348809_113360063	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.111111	0.065082	0
chr13_113290064_113292841-chr13_113551592_113558711	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.240393	0
chr13_113293660_113294757-chr13_113503767_113513563	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.065082	0
chr13_113329148_113339280-chr13_113436687_113445412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69561e-16	0.065082	0
chr13_113329148_113339280-chr13_113503767_113513563	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.065082	0
chr13_113329148_113339280-chr13_113646961_113662019	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0.472305	0.240393	0
chr13_113360063_113368981-chr13_113714650_113727902	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0.782825	0.240393	0
chr13_113368981_113369512-chr13_113503767_113513563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8.59594e-17	0.065082	0
chr13_113374669_113379914-chr13_113436687_113445412	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37659e-16	0.065082	0
chr13_113379914_113380054-chr13_113348809_113360063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7.74196e-18	0.065082	0
chr13_113380054_113380317-chr13_113342742_113346444	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	9.35247e-17	0.065082	0
chr13_113380054_113380317-chr13_113551592_113558711	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.03038e-17	0.240393	0
chr13_113380054_113380317-chr13_113638985_113646961	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1.57816e-16	0.240393	0
chr13_113380054_113380317-chr13_113714650_113727902	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	6.59351e-17	0.240393	0
chr13_113380317_113384276-chr13_113678635_113686689	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0.254665	0.240393	0
chr13_113384276_113395090-chr13_113646961_113662019	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0.201755	0.240393	0
chr13_113384276_113395090-chr13_113686689_113714650	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	-0.345435	0.240393	0
chr13_113395090_113398062-chr13_113551592_113558711	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.240393	0
chr13_113419488_113428631-chr13_113294757_113305233	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0.00744146	0	0
chr13_113419488_113428631-chr13_113618557_113623811	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.165338	0.240393	0
chr13_113428631_113436687-chr13_113631771_113637197	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.240393	0
chr13_113428631_113436687-chr13_113638985_113646961	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0.1577	0.240393	0
chr13_113428631_113436687-chr13_113646961_113662019	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0.201755	0.240393	0
chr13_113466485_113470083-chr13_113294757_113305233	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0.201169	0	0
chr13_113466485_113470083-chr13_113646961_113662019	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0.201755	0.240393	0
chr13_113470083_113470346-chr13_113714650_113727902	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.251726	0.240393	0
chr13_113513563_113514307-chr13_113631771_113637197	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0.240393	0
chr13_113561249_113564435-chr13_113436687_113445412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70281e-16	0.065082	0
chr13_113561249_113564435-chr13_113638985_113646961	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.871988	0.240393	0
chr13_113564435_113567711-chr13_113646961_113662019	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0.472305	0.240393	0
chr13_113567711_113586862-chr13_113714650_113727902	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0.568581	0.240393	0
chr13_113586862_113599247-chr13_113551592_113558711	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0.00758982	0.240393	0
chr13_113662019_113662121-chr13_113631771_113637197	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.240393	0
chr13_113663616_113664621-chr13_113734803_113744147	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.3497	0.240393	0
chr13_113768823_113776286-chr13_113714650_113727902	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.415244	0.240393	0
chr13_30914970_30919067-chr13_30879528_30882380	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.498481	0.038185	0
chr13_30963508_30968093-chr13_30879528_30882380	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.257237	0.038185	0
chr13_31005302_31005385-chr13_30879528_30882380	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.312856	0.038185	0
chr14_99632291_99636657-chr14_99879233_99881379	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.652262	0
chr14_99681734_99681855-chr14_99879233_99881379	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.652262	0
chr14_99681995_99688557-chr14_99879233_99881379	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.652262	0
chr14_99689408_99705816-chr14_99879233_99881379	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.161181	0.652262	0
chr14_99722413_99728497-chr14_99879233_99881379	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.652262	0
chr15_43733210_43733538-chr15_43748109_43748557	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-0.312586	0.714708	0
chr15_43763629_43764585-chr15_43748109_43748557	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.714708	0
chr15_43763629_43764585-chr15_44145708_44151093	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.1901	0
chr15_43768155_43768979-chr15_44080886_44089111	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0.299538	10.9878	0
chr15_43770785_43782117-chr15_44089990_44092692	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	-0.458767	0.190586	0
chr15_43785993_43792489-chr15_44172061_44179358	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0.135579	0.029642	0
chr15_43825784_43834250-chr15_43748109_43748557	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.714708	0
chr15_43825784_43834250-chr15_43889977_43895899	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0.01952	0
chr15_43825784_43834250-chr15_44172061_44179358	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0.543232	0.029642	0
chr15_43849064_43851763-chr15_43802874_43806906	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.330363	0.714708	0
chr15_44042522_44044200-chr15_44080886_44089111	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0.155533	10.9878	0
chr15_44042522_44044200-chr15_44092692_44100030	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	-0.237693	0.843092	0
chr15_44044200_44049293-chr15_43802874_43806906	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	-0.303337	0.714708	0
chr15_44044200_44049293-chr15_44062234_44062579	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.428454	1.28954	0
chr15_44128499_44135043-chr15_43889977_43895899	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0.01952	0
chr15_44128499_44135043-chr15_44069261_44073457	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.384736	10.9878	0
chr15_44128499_44135043-chr15_44092692_44100030	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.289003	0.843092	0
chr15_44159183_44160554-chr15_44067689_44069261	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.109873	10.9878	0
chr15_44160762_44164959-chr15_43792489_43802874	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0.0392133	0.714708	0
chr15_44160762_44164959-chr15_44069261_44073457	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.0777375	10.9878	0
chr15_44179358_44180936-chr15_44067689_44069261	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.109873	10.9878	0
chr15_44193554_44195504-chr15_44034348_44042259	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0.689501	1.28954	0
chr15_44193554_44195504-chr15_44199824_44211023	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.965335	0.029642	0
chr15_44195504_44196431-chr15_43782117_43785993	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0.246404	0.714708	0
chr15_44224230_44230040-chr15_44062234_44062579	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	1.28954	0
chr16_151499_155258-chr16_125725_134450	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0.00418021	0.25661	0
chr16_155258_160532-chr16_207784_223301	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	-0.0993626	0.008551	0
chr16_160532_164689-chr16_277803_285342	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	-0.125347	0.642442	0
chr16_245995_249075-chr16_320280_337943	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0.134584	0.000752	0
chr16_25906623_25909870-chr16_25896395_25898686	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr16_26086163_26087234-chr16_25896395_25898686	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr16_363868_370529-chr16_147751_150250	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0.639156	0.040023	0
chr16_363868_370529-chr16_263354_277803	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0.275918	0.642442	0
chr16_392110_394890-chr16_420925_432671	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0.101069	1.30686	0
chr16_392110_394890-chr16_514366_543413	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0.26842	0.079181	0
chr16_478223_481292-chr16_207784_223301	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0.578072	0.008551	0
chr16_505127_507074-chr16_320280_337943	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0.140212	0.000752	0
chr18_61342435_61347229-chr18_61439717_61444033	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.216404	0.000358	0
chr18_61347900_61350900-chr18_61551631_61560133	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0.695484	0.02091	0
chr18_61509684_61513366-chr18_61636347_61637821	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.399734	0.558691	0
chr18_61655135_61661485-chr18_61439717_61444033	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.111111	0.000358	0
chr18_61655135_61661485-chr18_61652027_61655135	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.558691	0
chr19_54404436_54407727-chr19_54373774_54391660	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0.34038	0.071183	0
chr19_54528884_54539322-chr19_54622004_54643159	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	-0.237214	0.331946	0
chr19_54706734_54708945-chr19_54653912_54657233	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0.505144	0.083716	0
chr19_54706734_54708945-chr19_54882151_54893239	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0.280765	0.000786	0
chr19_54708945_54711970-chr19_55140825_55149111	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	-0.325947	0	0
chr19_54971082_54973159-chr19_54373774_54391660	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0.429897	0.071183	0
chr19_55036450_55036684-chr19_54600850_54620705	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	-0.304636	0.331946	0
chr19_55069596_55072936-chr19_54620705_54622004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.05572e-16	0.331946	0
chr19_55072936_55082319-chr19_55172340_55173653	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
chr19_55195708_55198921-chr19_54647787_54653912	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.165517	0.083716	0
chr19_55195708_55198921-chr19_54772822_54786052	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.574658	0.000321	0
chr19_55198921_55200113-chr19_54703388_54706734	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	-0.407142	11.8722	0
chr1_151216357_151218821-chr1_151333184_151350267	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.397869	0.675441	0
chr1_151216357_151218821-chr1_151516085_151535167	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.114954	0.543939	0
chr1_151268403_151270864-chr1_151246650_151254384	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.401555	0.24228	0
chr1_151283078_151288777-chr1_151379560_151381232	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0.28614	0.865352	0
chr1_151289152_151293154-chr1_151246650_151254384	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.401555	0.24228	0
chr1_151289152_151293154-chr1_151537406_151542198	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.620694	0.543939	0
chr1_151324693_151329948-chr1_151203965_151215310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.125824	2.00848	0
chr1_151375897_151378579-chr1_151158061_151171193	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	-0.308977	2.00848	0
chr1_151375897_151378579-chr1_151426875_151427826	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0.538475	0.865352	0
chr1_151382407_151385079-chr1_151583022_151588067	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.269074	0.354797	0
chr1_151385397_151386031-chr1_151618750_151636526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.354797	0
chr1_151458136_151461439-chr1_151333184_151350267	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0.241996	0.675441	0
chr1_151458136_151461439-chr1_151426875_151427826	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.158665	0.865352	0
chr1_151458136_151461439-chr1_151478607_151483211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.158556	0.002422	0
chr1_151461759_151468043-chr1_151426875_151427826	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0596817	0.865352	0
chr1_151461759_151468043-chr1_151483211_151496437	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0.471762	0.002422	0
chr1_151461759_151468043-chr1_151618750_151636526	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.158518	0.354797	0
chr1_151542198_151546427-chr1_151583022_151588067	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.128783	0.354797	0
chr1_151546427_151553405-chr1_151379560_151381232	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.283052	0.865352	0
chr1_151546427_151553405-chr1_151478607_151483211	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.30003	0.002422	0
chr20_33844797_33847194-chr20_33895258_33906002	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.157634	1.41003	0
chr20_33906002_33908581-chr20_33893927_33895258	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0.6066	1.41003	0
chr20_33909335_33909926-chr20_33994792_34007876	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0.432807	1.41003	0
chr20_33909335_33909926-chr20_34162677_34182525	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49353e-17	0.004198	0
chr20_33916522_33918187-chr20_33994792_34007876	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0.015853	1.41003	0
chr20_33918187_33927199-chr20_34054319_34061539	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0.448145	0.092661	0
chr20_33927199_33930063-chr20_34219363_34223408	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0.0148594	1.72964	0
chr20_33930063_33931605-chr20_34267844_34286390	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0.595489	2.50916	0
chr20_33937906_33939916-chr20_33868733_33888526	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0.208496	2.32484	0
